doi,title,is_oa,oa_status,pdf_url,query_label,search_letter,reason
10.20944/preprints202502.1409.v1,Banking Transformation Through FinTech and the Integration of Artificial Intelligence in Payments,TRUE,green,https://www.preprints.org/frontend/manuscript/b66127c0687ea870f3748c51a3d01174/download_pub,Block 1B: AI in research methodology,B,Previously failed — not retried
10.3390/soc13120254,Shaping an Image of Science in the 21st Century: The Perspective of Metamodernism,TRUE,gold,https://www.mdpi.com/2075-4698/13/12/254/pdf?version=1701876178,Block 2G: Structured prompts and epistemic quality,G,Previously failed — not retried
10.1016/j.heliyon.2023.e18268,Expanding scope of Kirkpatrick model from training effectiveness review to evidence-informed prioritization management for cricothyroidotomy simulation,TRUE,gold,http://www.cell.com/article/S2405844023054762/pdf,Block 2D: Pre-registration and explicit reasoning,D,Previously failed — not retried
10.1038/d41586-025-01576-0,How artificial intelligence is transforming pathology,TRUE,bronze,https://media.nature.com/original/magazine-assets/d41586-025-01576-0/d41586-025-01576-0.pdf,Venue: Nature,Venue,Previously failed — not retried
10.1073/pnas.2418005121,We need to understand “when” not “if” generative AI can enhance personalized persuasion,TRUE,hybrid,https://www.pnas.org/doi/pdf/10.1073/pnas.2418005121,Venue: PNAS,Venue,Previously failed — not retried
10.1093/wbro/lkaa005,Replication Redux: The Reproducibility Crisis and the Case of Deworming,TRUE,bronze,https://academic.oup.com/wbro/article-pdf/36/1/101/36757364/lkaa005.pdf,Block 2D: Pre-registration and explicit reasoning,D,Previously failed — not retried
10.1093/yel/yead005,Rescuing transparency in the digital economy: in search of a common notion in EU consumer and data protection law,TRUE,hybrid,https://academic.oup.com/yel/advance-article-pdf/doi/10.1093/yel/yead005/51784066/yead005.pdf,Block 1A: AI in research practice (broad fields),A,Previously failed — not retried
10.1111/ijcs.70108,"Consumer Response to Anthropomorphism of Text‐Based
                    <scp>AI</scp>
                    Chatbots: A Systematic Literature Review and Future Research Directions",TRUE,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/ijcs.70108,Block 1B: AI in research methodology,B,Previously failed — not retried
10.1111/peps.12661,"Voluntary Turnover Rate Fluctuations, Human Resource Practices, and Innovation: A Within‐Organization Investigation",TRUE,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/peps.12661,Block 2D: Pre-registration and explicit reasoning,D,Previously failed — not retried
10.1111/risa.14299,Rage against the machine? Framing societal threat and efficacy in YouTube videos about artificial intelligence,TRUE,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/risa.14299,Block 1B: AI in research methodology,B,Previously failed — not retried
10.1145/3715275.3732025,To Trust or Distrust AI: A Questionnaire Validation Study,TRUE,gold,https://dl.acm.org/doi/pdf/10.1145/3715275.3732025,Block 2D: Pre-registration and explicit reasoning,D,Previously failed — not retried
10.3390/admsci15050186,Exploring Tourism Experiences: The Vision of Generation Z Versus Artificial Intelligence,TRUE,gold,https://www.mdpi.com/2076-3387/15/5/186/pdf?version=1747646016,Block 1B: AI in research methodology,B,Previously failed — not retried
10.3390/bdcc9030062,Trustworthy AI for Whom? GenAI Detection Techniques of Trust Through Decentralized Web3 Ecosystems,TRUE,gold,https://www.mdpi.com/2504-2289/9/3/62/pdf?version=1741748106,Block 2G: Structured prompts and epistemic quality,G,Previously failed — not retried
10.1002/col.22912,"Analyzing the color availability of <scp>AI</scp>‐generated posters based on <scp>K</scp>‐means clustering: 74% orange, 38% cyan, 32% yellow, and 28% blue‐cyan",TRUE,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/col.22912,Block 1A: AI in research practice (broad fields),A,Previously failed — not retried
10.1111/risa.14336,Navigating the decision‐making landscape of AI in risk finance: Techno‐accountability unveiled,TRUE,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/risa.14336,Block 1B: AI in research methodology,B,Previously failed — not retried
10.1177/25152459251348431,Bestiary of Questionable Research Practices in Psychology,TRUE,gold,https://doi.org/10.1177/25152459251348431,Block 2D: Pre-registration and explicit reasoning,D,Previously failed — not retried
10.20944/preprints202401.0373.v1,"Decoding the Relationship of Artificial Intelligence, Advertising, and Generative Models",TRUE,green,https://www.preprints.org/manuscript/202401.0373/v1/download,Block 1B: AI in research methodology,B,Previously failed — not retried
10.24136/eq.3783,"Artificial intelligence in influencer marketing: Current researchscape, trends and insights from a bibliometric review",TRUE,gold,https://journals.economic-research.pl/eq/article/download/3783/2496,Block 1B: AI in research methodology,B,Previously failed — not retried
10.3390/educsci15050605,"AI and ChatGPT in Higher Education: Greek Students’ Perceived Practices, Benefits, and Challenges",TRUE,gold,https://www.mdpi.com/2227-7102/15/5/605/pdf?version=1747214040,Block 1B: AI in research methodology,B,Previously failed — not retried
10.3390/su15043121,Patents and Sustainable Medical Treatment in Developing Countries: Lessons from COVID-19 Vaccines,TRUE,gold,https://www.mdpi.com/2071-1050/15/4/3121/pdf?version=1676275232,Block 2D: Pre-registration and explicit reasoning,D,Previously failed — not retried
10.1073/pnas.2408175122,The narrow search effect and how broadening search promotes belief updating,TRUE,hybrid,https://www.pnas.org/doi/pdf/10.1073/pnas.2408175122,Venue: PNAS,Venue,Previously failed — not retried
10.1111/jpim.12807,<scp>AI</scp> Platforms as Cooperation Enablers Favoring the Development of Strategic Situating Capabilities Within Solution Delivery Ecosystems,TRUE,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/jpim.12807,Block 1B: AI in research methodology,B,Previously failed — not retried
10.1145/3711904,"Making Software Development More Diverse and Inclusive: Key Themes, Challenges, and Future Directions",TRUE,hybrid,https://doi.org/10.1145/3711904,Block 1A: AI in research practice (broad fields),A,Previously failed — not retried
10.1155/hbe2/5582099,Exploring EFL Teachers’ Behavioral Intentions to Integrate GenAI Applications: Insights From PLS‐SEM and fsQCA,TRUE,gold,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1155/hbe2/5582099,Block 1B: AI in research methodology,B,Previously failed — not retried
10.1177/01655515231191221,Competitive intelligence empirical validation and application: Foundations for knowledge advancement and relevance to practice,TRUE,hybrid,https://journals.sagepub.com/doi/pdf/10.1177/01655515231191221,Block 1B: AI in research methodology,B,Previously failed — not retried
10.2139/ssrn.4952737,Rethinking the Stock Market Participation Puzzle: A Qualitative Approach,TRUE,green,https://doi.org/10.2139/ssrn.4952737,Block 2D: Pre-registration and explicit reasoning,D,Previously failed — not retried
10.3390/arts13050137,Art Notions in the Age of (Mis)anthropic AI,TRUE,gold,https://www.mdpi.com/2076-0752/13/5/137/pdf?version=1725023293,Block 1A: AI in research practice (broad fields),A,Previously failed — not retried
10.3390/bs15070840,The Impact of Digital Learning Competence on the Academic Achievement of Undergraduate Students,TRUE,gold,https://www.mdpi.com/2076-328X/15/7/840/pdf?version=1750659320,Block 1B: AI in research methodology,B,Previously failed — not retried
10.3390/info16050409,Personalized Instructional Strategy Adaptation Using TOPSIS: A Multi-Criteria Decision-Making Approach for Adaptive Learning Systems,TRUE,gold,https://www.mdpi.com/2078-2489/16/5/409/pdf?version=1747320629,Block 1B: AI in research methodology,B,Previously failed — not retried
10.36850/mr11,Three Persistent Myths about Open Science,TRUE,gold,https://journal.trialanderror.org/pub/three-persistent-myths/download/pdf,Block 2D: Pre-registration and explicit reasoning,D,Previously failed — not retried
10.59992/ijsr.2024.v3n6p9,Artificial Intelligence-Powered Customer Experience Management (Moving from Mass to Hyper-Personalization in light of Relationship Marketing),TRUE,bronze,https://vsrp.co.uk/wp-content/uploads/10-IJSR-Vol.-3-No.-6-June-2024-Paper9-Dr.-Gumma2.pdf,Block 1A: AI in research practice (broad fields),A,Previously failed — not retried
10.1002/isd2.70013,Analyzing the Factors of Business Digitalization and Their Impact on the Entrepreneurial Growth of the Handmade Toy Industry,TRUE,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/isd2.70013,Block 1A: AI in research practice (broad fields),A,Previously failed — not retried
10.1002/jcpy.1389,How duration of storage affects food waste behavior,TRUE,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/jcpy.1389,Block 2D: Pre-registration and explicit reasoning,D,Previously failed — not retried
10.1002/jocb.70004,"Artificial Intelligence Assisted Creativity: Conceptualization, Instrument Development and Validation",TRUE,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/jocb.70004,Block 1B: AI in research methodology,B,Previously failed — not retried
10.1002/leap.1635,Special issues: The roles of special issues in scholarly communication in a changing publishing landscape,TRUE,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/leap.1635,Block 1A: AI in research practice (broad fields),A,Previously failed — not retried
10.1002/sce.21917,“It's Just a Hot Mess”: Supporting Teacher Praxis to Challenge Barriers for Multilingual Learners,TRUE,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/sce.21917,Block 2G: Structured prompts and epistemic quality,G,Previously failed — not retried
10.1002/widm.70038,"A Guide to Machine Learning Epistemic Ignorance, Hidden Paradoxes, and Other Tensions",TRUE,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/widm.70038,Block 1C: AI and journal/publication policy,C,Previously failed — not retried
10.1073/pnas.2401236121,How can we make sound replication decisions?,TRUE,hybrid,https://www.pnas.org/doi/pdf/10.1073/pnas.2401236121,Block 2G: Structured prompts and epistemic quality,G,Previously failed — not retried
10.1080/09544828.2024.2355751,Risk-based maintenance strategy for oil transfer pipelines using an intuitionistic fuzzy computational approach,TRUE,hybrid,https://doi.org/10.1080/09544828.2024.2355751,Block 2G: Structured prompts and epistemic quality,G,Previously failed — not retried
10.1080/15534510.2025.2497341,Can social norms promote sustainable food consumption? A systematic review,TRUE,gold,https://doi.org/10.1080/15534510.2025.2497341,Block 2D: Pre-registration and explicit reasoning,D,Previously failed — not retried
10.1098/rsos.241726,International initiatives to enhance awareness and uptake of open research in psychology: a systematic mapping review,TRUE,gold,https://royalsocietypublishing.org/rsos/article-pdf/doi/10.1098/rsos.241726/886884/rsos.241726.pdf,Block 2D: Pre-registration and explicit reasoning,D,Previously failed — not retried
10.1111/ecin.13267,Replication code availability over time and across fields: Evidence from the German Socio‐Economic Panel,TRUE,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/ecin.13267,Block 2D: Pre-registration and explicit reasoning,D,Previously failed — not retried
10.1111/hequ.12537,Unveiling crisis in globalised higher education: Artificial intelligence insights from doctoral research in <scp>EThOS</scp>,TRUE,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/hequ.12537,Block 1A: AI in research practice (broad fields),A,Previously failed — not retried
10.1111/isj.12513,Thriving in a bruising job: How high achieving <scp>IT</scp> professionals can cope with occupational demands,TRUE,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/isj.12513,Block 1B: AI in research methodology,B,Previously failed — not retried
10.1111/joes.12689,Relative Risk Aversion: A Meta‐Analysis,TRUE,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/joes.12689,Block 2D: Pre-registration and explicit reasoning,D,Previously failed — not retried
10.1145/3586180,Towards a Greater Understanding of Coordinated Vulnerability Disclosure Policy Documents,TRUE,gold,https://dl.acm.org/doi/pdf/10.1145/3586180,Block 2D: Pre-registration and explicit reasoning,D,Previously failed — not retried
10.1145/3610184,Cultivating a Team Mindset about Productivity with a Nudge: A Field Study in Hybrid Development Teams,TRUE,hybrid,https://dl.acm.org/doi/pdf/10.1145/3610184,Block 2D: Pre-registration and explicit reasoning,D,Previously failed — not retried
10.1145/3706598.3713198,A Critical Analysis of Machine Learning Eco-feedback Tools through the Lens of Sustainable HCI,TRUE,gold,https://doi.org/10.1145/3706598.3713198,Block 1B: AI in research methodology,B,Previously failed — not retried
10.1162/99608f92.f2823096,Science Communication in the Context of Reproducibility and Replicability: How Nonscientists Navigate Scientific Uncertainty,TRUE,hybrid,https://hdsr.mitpress.mit.edu/pub/3g7u601s/download/pdf,Block 2G: Structured prompts and epistemic quality,G,Previously failed — not retried
10.1177/09567976231204699,Vaccine Nationalism Counterintuitively Erodes Public Trust in Leaders,TRUE,bronze,https://journals.sagepub.com/doi/pdf/10.1177/09567976231204699,Block 2D: Pre-registration and explicit reasoning,D,Previously failed — not retried
10.15439/978-83-969601-1-5,Position Papers of the 18th Conference on Computer Science and Intelligence Systems,TRUE,gold,https://annals-csis.org/proceedings/2023/pliks/position.pdf,Block 1A: AI in research practice (broad fields),A,Previously failed — not retried
10.17102/eip.7.2024.10,University Students’ Perspective on ChatGPT and Technology Literacies,TRUE,gold,https://eip.sce.edu.bt/index.php/eip/article/download/74/32,Block 1A: AI in research practice (broad fields),A,Previously failed — not retried
10.20944/preprints202408.1360.v1,"University Students’ Attitudes Toward Artificial Intelligence: An Exploratory Study of the Cognitive, Emotional, And Behavioural Dimensions of AI Attitudes",TRUE,green,https://www.preprints.org/manuscript/202408.1360/v1/download,Block 1A: AI in research practice (broad fields),A,Previously failed — not retried
10.2139/ssrn.5118632,"Comparing Human-Only, AI-Assisted, and AI-Led Teams on Assessing Research Reproducibility in Quantitative Social Science",TRUE,green,https://doi.org/10.2139/ssrn.5118632,Block 2D: Pre-registration and explicit reasoning,D,Previously failed — not retried
10.3390/books978-3-03897-893-0-2,High Quality Educated Teachers and High-Quality Textbooks&amp;mdash;The Two Pillars of Quality Education,TRUE,gold,https://doi.org/10.3390/books978-3-03897-893-0-2,Block 2G: Structured prompts and epistemic quality,G,Previously failed — not retried
10.3390/educsci15070798,A TAM-Based Analysis of Hong Kong Undergraduate Students’ Attitudes Toward Generative AI in Higher Education and Employment,TRUE,gold,https://www.mdpi.com/2227-7102/15/7/798/pdf?version=1750431780,Block 1B: AI in research methodology,B,Previously failed — not retried
10.3390/informatics12030098,From E-Government to AI E-Government: A Systematic Review of Citizen Attitudes,TRUE,gold,https://www.mdpi.com/2227-9709/12/3/98/pdf?version=1758038135,Block 1B: AI in research methodology,B,Previously failed — not retried
10.3390/jrfm18060340,A Review of AI and Its Impact on Management Accounting and Society,TRUE,hybrid,https://www.mdpi.com/1911-8074/18/6/340/pdf?version=1750347739,Block 2G: Structured prompts and epistemic quality,G,Previously failed — not retried
10.3390/s24061909,A Review on Traversability Risk Assessments for Autonomous Ground Vehicles: Methods and Metrics,TRUE,gold,https://www.mdpi.com/1424-8220/24/6/1909/pdf?version=1710754676,Block 2G: Structured prompts and epistemic quality,G,Previously failed — not retried
10.3390/socsci13090479,Constructing a Socio-Legal Framework Proposal for Governing Large Language Model Usage and Application in Education,TRUE,gold,https://www.mdpi.com/2076-0760/13/9/479/pdf,Block 1B: AI in research methodology,B,Previously failed — not retried
10.3390/su17114763,AI Literacy in Achieving Sustainable Development Goals: The Interplay of Student Engagement and Anxiety Reduction in Northern Cyprus Universities,TRUE,gold,https://www.mdpi.com/2071-1050/17/11/4763/pdf?version=1747917029,Block 1B: AI in research methodology,B,Previously failed — not retried
10.3390/su17198525,Ethical Integration of AI and STEAM Pedagogies in Higher Education: A Sustainable Learning Model for Society 5.0,TRUE,gold,https://www.mdpi.com/2071-1050/17/19/8525/pdf?version=1758620647,Block 2G: Structured prompts and epistemic quality,G,Previously failed — not retried
10.3390/tourhosp6020103,Customer Experience Management in the Tourism Sector: Insights from a Bibliometric and Thematic Analysis,TRUE,gold,https://www.mdpi.com/2673-5768/6/2/103/pdf?version=1749106082,Block 1A: AI in research practice (broad fields),A,Previously failed — not retried
10.37256/ser.6220256517,The Integration of Generative AI Tools in Academic Writing:  Implications for Student Research,TRUE,gold,https://ojs.wiserpub.com/index.php/SER/article/download/6517/3191,Block 1B: AI in research methodology,B,Previously failed — not retried
10.4018/ijcallt.386135,AI Anxiety in English Language Education,TRUE,hybrid,https://www.igi-global.com/ViewTitle.aspx?TitleId=386135&isxn=9798337316130,Block 1B: AI in research methodology,B,Previously failed — not retried
10.1002/aepp.13488,Multi‐country perspectives on best practices and barriers to preference elicitation lab‐in‐the‐field experiments with farmers,TRUE,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aepp.13488,Block 2D: Pre-registration and explicit reasoning,D,Previously failed — not retried
10.1002/hrm.70023,Star Advantage: Employee Value Creation and Capture in the Age of Artificial Intelligence,TRUE,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/hrm.70023,Block 1A: AI in research practice (broad fields),A,Previously failed — not retried
10.1002/jee.20593,Exploring epistemic aspects of engineering for K–12 science and engineering education,TRUE,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/jee.20593,Block 2G: Structured prompts and epistemic quality,G,Previously failed — not retried
10.1002/mar.22235,"Empathy, Ethics and Efficacy: The 3Es of Implementing Artificial Intelligence for Consumer Encounters",TRUE,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/mar.22235,Block 1A: AI in research practice (broad fields),A,Previously failed — not retried
10.1002/marc.202500380,"The Alchemist, the Scientist, and the Robot: Exploring the Potential of Human‐AI Symbiosis in Self‐Driving Polymer Laboratories",TRUE,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/marc.202500380,Block 2G: Structured prompts and epistemic quality,G,Previously failed — not retried
10.1016/j.infsof.2023.107163,It’s about time: How to study intertemporal choice in systems design,TRUE,hybrid,https://www.sciencedirect.com/science/article/pii/S0950584923000174,Block 2G: Structured prompts and epistemic quality,G,Previously failed — not retried
10.1016/j.jbankfin.2023.106975,Experiments in finance,TRUE,bronze,https://linkinghub.elsevier.com/science/article/pii/S0378426623001735,Block 2D: Pre-registration and explicit reasoning,D,Previously failed — not retried
10.1021/acs.jchemed.4c01085,Is This a Helpful YouTube Video? A Research-Based Framework for Evaluating and Developing Conceptual Chemistry Instructional Videos,TRUE,hybrid,https://doi.org/10.1021/acs.jchemed.4c01085,Block 2G: Structured prompts and epistemic quality,G,Previously failed — not retried
10.1073/pnas.2401237121,Alternative models of funding curiosity-driven research,TRUE,hybrid,https://doi.org/10.1073/pnas.2401237121,Venue: PNAS,Venue,Previously failed — not retried
10.1098/rsos.230568,Reducing bias in secondary data analysis via an Explore and Confirm Analysis Workflow (ECAW): a proposal and survey of observational researchers,TRUE,gold,https://doi.org/10.1098/rsos.230568,Block 2D: Pre-registration and explicit reasoning,D,Previously failed — not retried
10.1098/rsos.240275,Co-designing a wiki-based community knowledge management system for personal science,TRUE,gold,https://royalsocietypublishing.org/doi/pdf/10.1098/rsos.240275,Block 2G: Structured prompts and epistemic quality,G,Previously failed — not retried
10.1108/qea-10-2023-0005,Navigating AI and chatbot applications in education and research: a holistic approach,TRUE,gold,https://www.emerald.com/qea/article-pdf/1/1/277/9578764/qea-10-2023-0005.pdf,Block 1B: AI in research methodology,B,Previously failed — not retried
10.1111/1467-8551.12910,"Establishing a Contribution: Calibration, Contextualization, Construction and Creation",TRUE,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1467-8551.12910,Block 1B: AI in research methodology,B,Previously failed — not retried
10.1111/exsy.70017,"Explainable Artificial Intelligence for Business and Economics: Methods, Applications and Challenges",TRUE,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/exsy.70017,Block 2G: Structured prompts and epistemic quality,G,Previously failed — not retried
10.1111/psj.70060,Understanding the Impact of Institutions on Climate‐Adaptive Policy Designs: A Study of Collective Action Inference in Urban Water Systems,TRUE,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/psj.70060,Block 2G: Structured prompts and epistemic quality,G,Previously failed — not retried
10.1145/3613905.3651007,Understanding the Dataset Practitioners Behind Large Language Models,TRUE,gold,https://dl.acm.org/doi/pdf/10.1145/3613905.3651007,Block 1A: AI in research practice (broad fields),A,Previously failed — not retried
10.1145/3706598.3713714,"""Here the GPT made a choice, and every choice can be biased"": How Students Critically Engage with LLMs through End-User Auditing Activity",TRUE,gold,https://dl.acm.org/doi/pdf/10.1145/3706598.3713714,Block 1C: AI and journal/publication policy,C,Previously failed — not retried
10.1145/3715275.3732077,AI Trust Reshaping Administrative Burdens: Understanding Trust-Burden Dynamics in LLM-Assisted Benefits Systems,TRUE,gold,https://doi.org/10.1145/3715275.3732077,Block 1A: AI in research practice (broad fields),A,Previously failed — not retried
10.1177/02683962231217348,Products of theorizing—towards native theories of emerging information technologies,TRUE,bronze,https://journals.sagepub.com/doi/pdf/10.1177/02683962231217348,Block 1B: AI in research methodology,B,Previously failed — not retried
10.1177/03063127231184443,Academic data science: Transdisciplinary and extradisciplinary visions,TRUE,hybrid,https://journals.sagepub.com/doi/pdf/10.1177/03063127231184443,Block 2G: Structured prompts and epistemic quality,G,Previously failed — not retried
10.1177/16094069251362982,Thematic Analysis in an Artificial Intelligence-Driven Context: A Stage-by-Stage Process,TRUE,gold,https://doi.org/10.1177/16094069251362982,Block 2G: Structured prompts and epistemic quality,G,Previously failed — not retried
10.1787/e19a9be9-en,Good practice principles for ethical behavioural science in public policy,TRUE,bronze,https://www.oecd-ilibrary.org/deliver/e19a9be9-en.pdf?itemId=%2Fcontent%2Fpaper%2Fe19a9be9-en&mimeType=pdf,Block 2D: Pre-registration and explicit reasoning,D,Previously failed — not retried
10.20944/preprints202302.0010.v2,Machine Learning for Healthcare: A Bibliometric Study of Contributions from Africa,TRUE,green,https://www.preprints.org/manuscript/202302.0010/v2/download,Block 1C: AI and journal/publication policy,C,Previously failed — not retried
10.21272/mmi.2024.4-04,AI in Marketing Management: Executive Perspectives from Companies,TRUE,gold,https://mmi.sumdu.edu.ua/wp-content/uploads/2025/01/04_A829-2024_Maldonado-Canca-et-al.pdf,Block 1B: AI in research methodology,B,Previously failed — not retried
10.30564/jaeser.v6i3.5915,Innovation Empowerment in Construction 4.0 by the Corporate Digital Responsibility (CDR)—Approach. A New Field of Scientific Research for the Digital Breakthrough,TRUE,gold,https://journals.bilpubgroup.com/index.php/jaeser/article/download/5915/5017,Block 1C: AI and journal/publication policy,C,Previously failed — not retried
10.3390/admsci14120330,How Does Cultural Upbringing Influence How University Students in the Middle East Utilize ChatGPT Technology?,TRUE,gold,https://www.mdpi.com/2076-3387/14/12/330/pdf?version=1733476207,Block 1A: AI in research practice (broad fields),A,Previously failed — not retried
10.3390/admsci15080308,Trusting Humans or Bots? Examining Trust Transfer and Algorithm Aversion in China’s E-Government Services,TRUE,gold,https://www.mdpi.com/2076-3387/15/8/308/pdf?version=1754472835,Block 1C: AI and journal/publication policy,C,Previously failed — not retried
10.3390/app15041937,Exploring the Feasibility of Generative AI in Persona Research: A Comparative Analysis of Large Language Model-Generated and Human-Crafted Personas in Obesity Research,TRUE,gold,https://www.mdpi.com/2076-3417/15/4/1937/pdf?version=1739518925,Block 1B: AI in research methodology,B,Previously failed — not retried
10.3390/app151810096,Frontiers of Artificial Intelligence for Personalized Learning in Higher Education: A Systematic Review of Leading Articles,TRUE,gold,https://www.mdpi.com/2076-3417/15/18/10096/pdf?version=1758017277,Block 1B: AI in research methodology,B,Previously failed — not retried
10.3390/bs15020164,A Multidimensional Exploration Based on Hofstede’s Cultural Theory: An Empirical Study on Chinese Audience Acceptance of American Animated Films,TRUE,gold,https://www.mdpi.com/2076-328X/15/2/164/pdf?version=1738468819,Block 1C: AI and journal/publication policy,C,Previously failed — not retried
10.3390/buildings14061624,Quality Risk Assessment of Prefabricated Steel Structural Components during Production Using Fuzzy Bayesian Networks,TRUE,gold,https://www.mdpi.com/2075-5309/14/6/1624/pdf?version=1717237574,Block 2G: Structured prompts and epistemic quality,G,Previously failed — not retried
10.3390/computers14100431,CourseEvalAI: Rubric-Guided Framework for Transparent and Consistent Evaluation of Large Language Models,TRUE,gold,https://www.mdpi.com/2073-431X/14/10/431/pdf?version=1760173144,Block 2G: Structured prompts and epistemic quality,G,Previously failed — not retried
10.3390/educsci15060746,ChatGPT or Human Mentors? Student Perceptions of Technology Acceptance and Use and the Future of Mentorship in Higher Education,TRUE,gold,https://www.mdpi.com/2227-7102/15/6/746/pdf?version=1750054687,Block 1B: AI in research methodology,B,Previously failed — not retried
10.3390/informatics12030070,Decoding Trust in Artificial Intelligence: A Systematic Review of Quantitative Measures and Related Variables,TRUE,gold,https://www.mdpi.com/2227-9709/12/3/70/pdf?version=1752497276,Block 1A: AI in research practice (broad fields),A,Previously failed — not retried
10.3390/jintelligence13080103,Cyber-Creativity: A Decalogue of Research Challenges,TRUE,gold,https://www.mdpi.com/2079-3200/13/8/103/pdf?version=1755075867,Block 1A: AI in research practice (broad fields),A,Previously failed — not retried
10.3390/jintelligence13110148,Mapping the Scaffolding of Metacognition and Learning by AI Tools in STEM Classrooms: A Bibliometric–Systematic Review Approach (2005–2025),TRUE,gold,https://www.mdpi.com/2079-3200/13/11/148/pdf?version=1763188408,Block 1B: AI in research methodology,B,Previously failed — not retried
10.54120/jost.00000101,New Hope for Policy Schools,TRUE,hybrid,https://www.scienceopen.com/document_file/90227175-6cbd-487d-85d1-454577d94939/ScienceOpen/Final%20Report.pdf,Block 1B: AI in research methodology,B,Previously failed — not retried
10.70594/brain/15.4/18,The Impact of Artificial Intelligence (AI) and Digitalisation in Tourism Vocational Education,TRUE,gold,https://brain.edusoft.ro/index.php/brain/article/download/1640/1941,Block 1B: AI in research methodology,B,Previously failed — not retried
10.1002/ejsp.3091,Perspective‐taking predicts success in coalition formation,TRUE,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ejsp.3091,Block 2D: Pre-registration and explicit reasoning,D,Previously failed — not retried
10.1002/jaa2.70011,Agricultural and applied economists' views on pre‐registration and pre‐analysis plans for empirical research,TRUE,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/jaa2.70011,Block 2D: Pre-registration and explicit reasoning,D,Previously failed — not retried
10.1002/leap.2013,"Integrity and Misconduct, Where Does Artificial Intelligence Lead?",TRUE,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/leap.2013,Block 1A: AI in research practice (broad fields),A,Previously failed — not retried
10.1002/mar.70036,"Immersive and Generative Technology: New Tools for Marketing, New Tools for Consumer Response",TRUE,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/mar.70036,Block 1C: AI and journal/publication policy,C,Previously failed — not retried
10.1002/sce.21905,"Development of a questionnaire on teachers' beliefs, preparedness, and instructional practices for teaching NGSS science with multilingual learners",TRUE,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/sce.21905,Block 2G: Structured prompts and epistemic quality,G,Previously failed — not retried
10.1037/pag0000755,Are trajectories of personality and socioeconomic factors prospectively associated with midlife cognitive function? Findings from a 12-year longitudinal study of Mexican-origin adults.,TRUE,hybrid,https://doi.org/10.1037/pag0000755,Block 2D: Pre-registration and explicit reasoning,D,Previously failed — not retried
10.1080/2833373x.2024.2314303,Preregistration templates as a new addition to the evidence-based toxicology toolbox,TRUE,gold,https://www.tandfonline.com/doi/pdf/10.1080/2833373X.2024.2314303?download=true,Block 2D: Pre-registration and explicit reasoning,D,Previously failed — not retried
10.1093/llc/fqad019,Unravelling interlanguage facts via explainable machine learning,TRUE,bronze,https://academic.oup.com/dsh/advance-article-pdf/doi/10.1093/llc/fqad019/50379024/fqad019.pdf,Block 2G: Structured prompts and epistemic quality,G,Previously failed — not retried
10.1098/rsos.240688,Publication bias is bad for science if not necessarily scientists,TRUE,gold,https://doi.org/10.1098/rsos.240688,Block 2D: Pre-registration and explicit reasoning,D,Previously failed — not retried
10.1145/3563359.3597381,"Computer Vision, Human Likeness, and Problematic Behaviors",TRUE,gold,https://dl.acm.org/doi/pdf/10.1145/3563359.3597381,Block 1A: AI in research practice (broad fields),A,Previously failed — not retried
10.1145/3641525.3663624,Towards Evidence-Based Software Quality Practices for Reproducibility: Practices and Aligned Software Qualities,TRUE,gold,https://dl.acm.org/doi/pdf/10.1145/3641525.3663624?download=true,Block 2G: Structured prompts and epistemic quality,G,Previously failed — not retried
